Type,Group,Drug,DrugName,Protein_ID,Gene,fc,log_pvalue,log_adj.pvalue,rank,total_rank,drug_cv,con_cv,lasso_score,norm_fc_drug,norm_fc_prot,coverage,psm,upep,avg_abund,utoP,ratio_to_total_psm,ratio_to_total_upep,Class,H-Score
lumos,Group 45,Clofazimine,Clofazimine,Q6UXN9,WDR82,0.182642959,4.640033146,1.885135957,3.271609301,0.974923549,0.018289435,0.026907803,0.111832784,2.552951265,5.293391683,0.44,13,10,3.066866127,0.769230769,1.093457944,1.480263158,Background,0.808823529
480,Group 45,Clofazimine,Clofazimine,Q8N511,TMEM199,0.320772467,5.501391752,2.672915996,3.271609301,0.985633462,0.057230218,0.021931136,0.222450593,5.976526859,7.472549801,0.12,3,2,3.157607853,0.666666667,1.327868852,1.018867925,Background,0.904411765
480,Group 45,Clofazimine,Clofazimine,Q8WXI9,GATAD2B,0.401376803,5.662262375,2.687658583,3.125481266,0.98681015,0.074395461,0.038053904,0.320921682,7.674795748,5.61177856,0.09,4,3,3.265619583,0.75,0.511363636,0.531496063,Background,0.830882353
480,Group 45,Clofazimine,Clofazimine,Q9BRQ8,AIFM2,-0.173891595,6.414598854,2.944399446,2.426511261,0.991270618,0.020699146,0.009539412,0.0,2.881864353,2.059754639,0.18,9,6,3.460123237,0.666666667,0.792,0.854368932,Background,0.802696078
480,Group 45,Clofazimine,Clofazimine,Q9H467,CUEDC2,0.291873492,4.493498092,1.933867647,3.540454614,0.972111813,0.031610821,0.045696861,0.190261315,5.367648566,5.66825391,0.2,6,5,2.976304117,0.833333333,0.909090909,1.041666667,Background,0.845588235
480,Group 45,Clofazimine,Clofazimine,Q9NRX5,SERINC1,0.404571679,6.004420866,2.807968324,2.903632516,0.989136161,0.062324192,0.017910298,0.311525123,7.742109236,7.421559504,0.11,7,4,2.885869861,0.571428571,1.527918782,1.398373984,Background,0.985294118
lumos,Group 45,Clofazimine,Clofazimine,Q9Y277,VDAC3,0.291347508,7.655828121,4.00358178,2.426511261,0.995406128,0.020908231,0.021040604,0.226287336,4.54286595,4.300142005,0.38,17,6,3.297880828,0.352941176,1.505827506,1.381818182,Background,0.955882353
480,Group 46,Catechin,Catechin,O43708,GSTZ1,0.473441398,9.387481049,6.188915595,3.080265627,0.99818708,0.020932721,0.03138886,0.438348566,7.985619615,5.737483664,0.25,7,5,3.385168184,0.714285714,0.612840467,0.872093023,Background,0.948529412
lumos,Group 46,Catechin,Catechin,O75208,COQ9,0.575269566,8.61355022,5.566275353,3.205204364,0.997290881,0.046271585,0.032654514,0.517548879,9.158481889,15.3771367,0.48,18,9,3.057780177,0.5,1.102040816,1.293929712,Background,0.963235294
lumos,Group 46,Catechin,Catechin,P00367,GLUD1,0.763080363,10.21165749,7.03944389,3.080265627,0.99880963,0.009671706,0.049812013,0.630552247,12.43436902,12.08256495,0.48,75,28,3.796563927,0.373333333,1.003866746,1.174277726,Background,1.0
lumos,Group 46,Catechin,Catechin,P21399,ACO1,-0.372063296,10.51997075,7.17166589,2.904174368,0.998984081,0.00839836,0.015471511,0.0,5.614059464,6.726212192,0.5,63,35,3.792923724,0.555555556,1.267322307,1.391342756,Background,0.948529412
480,Group 46,Catechin,Catechin,P24666,ACP1,-0.256465071,6.941756556,4.266069848,3.603144373,0.993329822,0.031178935,0.018242348,0.0,3.96880543,4.318897677,0.67,25,10,3.880745014,0.4,0.724404379,0.887573964,Background,0.904411765
480,Group 46,Catechin,Catechin,P51452,DUSP3,-0.331729769,8.403031251,5.630434529,3.50623436,0.996866726,0.024370515,0.019999194,0.0,5.362157006,6.93215392,0.46,10,6,3.529558673,0.6,0.600801068,0.820668693,Background,0.911764706
480,Group 46,Catechin,Catechin,P51649,ALDH5A1,0.362865636,9.062600612,6.085883908,3.302114377,0.99784844,0.020696452,0.021685465,0.311072579,5.938565475,5.482292673,0.34,26,15,3.940879905,0.576923077,0.735386549,0.894039735,Background,0.992647059
lumos,Group 46,Catechin,Catechin,P55263,ADK,-0.240804111,8.233170706,5.361987098,3.381295623,0.996637546,0.015662353,0.016845913,0.0,3.324573027,4.169571637,0.67,43,19,3.785934578,0.441860465,0.75,0.966101695,Background,0.911764706
480,Group 46,Catechin,Catechin,Q16881,TXNRD1,0.192207992,8.535755528,5.669093514,3.381295623,0.99716774,0.01141022,0.013549487,0.172018997,2.779234426,2.694748528,0.52,60,26,4.302440246,0.433333333,0.62298108,0.880361174,Background,0.852941176
480,Group 46,Catechin,Catechin,Q3ZCW2,LGALSL,0.31142309,6.534936402,3.945604625,3.682325619,0.991858962,0.025848145,0.027867901,0.231174647,4.986225878,9.178409159,0.3,5,4,3.128059844,0.8,0.689655172,1.0,Background,0.897058824
lumos,Group 46,Catechin,Catechin,Q5VWZ2,LYPLAL1,0.430747236,8.44544925,5.495084396,3.302114377,0.996993289,0.025472767,0.030873698,0.342969364,6.637653235,9.122101036,0.19,7,4,2.981592117,0.571428571,0.897435897,0.891089109,Background,0.985294118
lumos,Group 46,Catechin,Catechin,Q8TE77,SSH3,-0.278702121,6.46583426,3.930442754,3.717087725,0.991530584,0.014589421,0.027850283,0.0,3.98560851,3.465951104,0.07,7,4,2.996796147,0.571428571,2.333333333,1.76744186,Background,0.802696078
480,Group 46,Catechin,Catechin,Q9HB07,MYG1,0.348180464,9.159497842,6.085883908,3.205204364,0.997971582,0.015149715,0.021838101,0.278660185,5.666703522,10.50219014,0.4,23,13,3.91005048,0.565217391,0.745140389,0.968543046,Background,1.0
480,Group 46,Catechin,Catechin,Q9HC38,GLOD4,0.797066994,12.64393322,8.968246513,2.603144373,0.999654519,0.023354687,0.026246647,0.720553551,13.976798,9.820764672,0.52,36,17,4.087104967,0.472222222,0.745170193,0.949131514,Background,0.977941176
480,Group 46,Catechin,Catechin,Q9NUW8,TDP1,0.739333596,5.738446243,3.238850794,3.779235632,0.987388232,0.019111285,0.036748228,0.366542191,12.90799785,2.609162955,0.04,3,3,2.763240757,1.0,1.4625,1.983050847,Background,0.808823529
lumos,Group 46,Catechin,Catechin,Q9UIJ7,AK3,0.317264989,8.098000892,5.343722053,3.448242413,0.996360477,0.012022,0.028293524,0.283593796,4.65824078,9.945668493,0.73,46,19,3.723697791,0.413043478,0.855018587,1.078184111,Background,0.977941176
lumos,Group 49,ATP (disodium trihydrate),ATP,O43776,NARS1,0.323804482,6.96940458,3.700592676,2.944482672,0.993446122,0.035015514,0.030745706,0.283639494,4.245774044,8.430031987,0.29,42,16,3.699165393,0.380952381,0.51261188,0.68833652,Background,0.911764706
lumos,Group 49,ATP (disodium trihydrate),ATP,P07437,TUBB,0.163107216,4.681321903,2.287571263,3.819543936,0.975686344,0.019997008,0.025160117,0.115318586,1.713190762,4.12594703,0.71,351,4,3.803730171,0.011396011,0.982153961,0.700389105,Background,0.830882353
lumos,Group 49,ATP (disodium trihydrate),ATP,P07741,APRT,0.169304989,4.636716387,2.281408029,3.847572659,0.97486882,0.012709082,0.027016096,0.114878598,1.810867449,2.935519331,0.85,111,15,3.848078219,0.135135135,1.189568945,0.950704225,Background,0.852941176
480,Group 49,ATP (disodium trihydrate),ATP,P0CG39,POTEJ,0.365930638,4.742647011,2.152230753,3.597695186,0.976798041,0.048736909,0.065669789,0.323273925,5.848868239,4.243519368,0.06,38,1,2.773640193,0.026315789,0.70827915,0.934782609,Background,0.860294118
lumos,Group 49,ATP (disodium trihydrate),ATP,P14868,DARS1,0.179058215,4.920482455,2.356132903,3.643452676,0.97956873,0.022377445,0.028443672,0.14882732,1.964577942,7.59298765,0.64,74,29,4.240087253,0.391891892,0.977973568,1.003074558,Background,0.860294118
480,Group 49,ATP (disodium trihydrate),ATP,P43686,PSMC4,0.154192782,4.965300266,2.251582145,3.488550717,0.980129709,0.015065454,0.023511733,0.099537874,1.994253514,4.525215885,0.65,56,24,4.416298428,0.428571429,0.729166667,0.85106383,Background,0.875
lumos,Group 49,ATP (disodium trihydrate),ATP,P46063,RECQL,0.209219045,8.995969801,5.426127901,2.643452676,0.997786869,0.006743646,0.013715158,0.18062868,2.439911569,5.994741515,0.27,26,15,3.344932349,0.576923077,0.65,0.791324736,Background,0.838235294
480,Group 49,ATP (disodium trihydrate),ATP,P60981,DSTN,0.127095903,5.467459848,2.571926809,3.342422681,0.985322187,0.015329304,0.018343574,0.113213517,1.500964158,3.722509355,0.79,64,15,4.241709559,0.234375,0.905091138,0.920873124,Background,0.830882353
lumos,Group 49,ATP (disodium trihydrate),ATP,Q12792,TWF1,0.155726256,5.537422888,2.812679029,3.488550717,0.985896848,0.009728643,0.021963681,0.124928518,1.596867085,3.968170562,0.29,49,7,3.271899663,0.142857143,1.539804469,0.720823799,Background,0.801470588
480,Group 49,ATP (disodium trihydrate),ATP,Q15046,KARS1,0.250351256,6.988873157,3.715822419,2.944482672,0.993535058,0.011946943,0.008971681,0.217000549,3.744785399,9.763797903,0.44,88,30,4.557211757,0.340909091,0.696569921,0.816203144,Background,0.860294118
lumos,Group 49,ATP (disodium trihydrate),ATP,Q6PI48,DARS2,0.158396631,5.07101562,2.45541623,3.597695186,0.981415857,0.001960099,0.024498937,0.11686515,1.638952114,4.338675893,0.32,39,17,3.541092262,0.435897436,0.66730038,0.762711864,Background,0.801470588
480,Group 49,ATP (disodium trihydrate),ATP,Q969G6,RFK,0.436717037,6.833204208,3.715822419,3.120573931,0.993004864,0.036557727,0.022782444,0.318782173,7.137510247,5.030996161,0.13,3,3,3.330444213,1.0,0.488888889,0.851612903,Background,0.845588235
lumos,Group 49,Saralasin (TFA),Saralasin,O60832,DKC1,0.868357851,8.825746436,5.255904536,2.330413773,0.997605577,0.076462163,0.044253546,0.828817015,13.73074001,16.89669762,0.09,5,5,2.800510877,1.0,0.765306122,1.108374384,Background,0.955882353
lumos,Group 49,Saralasin (TFA),Saralasin,P06730,EIF4E,0.221236655,3.835393715,1.219794325,3.284656283,0.951201658,0.051337913,0.035104055,0.15074866,2.93363126,6.152454957,0.15,20,4,3.510839801,0.2,1.260504202,0.765957447,Background,0.801470588
480,Group 49,Saralasin (TFA),Saralasin,P49720,PSMB3,0.140532739,5.135266171,2.142823118,2.932473765,0.982199175,0.011588645,0.021215976,0.107024223,2.104494966,3.216900098,0.44,40,11,4.049723759,0.275,0.839160839,0.89028777,Background,0.963235294
480,Group 49,Saralasin (TFA),Saralasin,Q15233,NONO,0.145582992,4.97302583,2.07749279,3.029383778,0.98024943,0.016502221,0.022978948,0.122748252,2.206560314,5.04275621,0.23,21,9,3.834484285,0.428571429,1.524193548,1.319218241,Background,0.860294118
480,Group 49,Saralasin (TFA),Saralasin,Q96AT9,RPE,0.176246489,4.70107765,1.951672646,3.175511813,0.976052349,0.019829413,0.02800898,0.091395696,2.82626798,4.315139461,0.36,22,7,3.4678374,0.318181818,1.302631579,0.990566038,Background,0.897058824
lumos,Group 49,Saralasin (TFA),Saralasin,Q9BW83,IFT27,0.245988847,7.907072814,4.891500575,2.807535028,0.99598079,0.013389152,0.013103262,0.202026588,3.346617432,4.21188238,0.28,7,5,2.870462432,0.714285714,1.037931034,1.14973262,Background,0.830882353
480,Group 49,Saralasin (TFA),Saralasin,Q9BYT8,NLN,0.32955128,8.581806576,5.464424787,2.807535028,0.997232731,0.015773135,0.023317139,0.298083787,5.924549805,8.361024454,0.35,46,20,4.161857431,0.434782609,0.908691835,0.805008945,Background,0.992647059
lumos,Group 49,Saralasin (TFA),Saralasin,Q9NUJ1,ABHD10,0.156613956,5.417312634,2.625621985,3.108565024,0.984932238,0.011163076,0.023151254,0.134113374,1.855412353,5.660739942,0.52,54,14,3.582971929,0.259259259,0.925009517,0.872576177,Background,0.919117647
480,Group 49,Saralasin (TFA),Saralasin,Q9NY33,DPP3,0.386350464,9.297128848,6.0036558,2.631443769,0.998108406,0.013933388,0.017786879,0.340647193,7.072458346,7.342025796,0.42,51,25,4.187295055,0.490196078,0.866691843,0.907258065,Background,0.985294118
480,Group 49,Saralasin (TFA),Saralasin,Q9NZI8,IGF2BP1,0.277947362,4.444203499,1.866901587,3.330413773,0.971013799,0.028298064,0.047467738,0.130607099,4.881637319,4.441917302,0.08,8,5,3.409061971,0.625,0.728778468,0.654761905,Background,0.808823529
480,Group 5,Pyrantel (pamoate),Pyrantel,O60701,UGDH,0.553177404,9.366576638,6.293408376,3.018700499,0.998180238,0.031108333,0.033673323,0.470190124,6.840066082,8.958116905,0.78,186,53,4.814162993,0.284946237,1.379594528,1.3489819,Background,0.985294118
lumos,Group 5,Pyrantel (pamoate),Pyrantel,P11766,ADH5,-0.563952732,8.520726192,5.534626567,3.018700499,0.997147216,0.008701074,0.03417163,0.0,9.121869432,14.23022106,0.5,132,24,4.426629172,0.181818182,1.038461538,1.025641026,Background,0.985294118
480,Group 5,Pyrantel (pamoate),Pyrantel,P14550,AKR1A1,0.347526796,4.045252307,1.600472975,3.647089429,0.959917358,0.097677851,0.032212634,0.229278624,4.052753562,10.21668839,0.7,29,17,4.045798095,0.586206897,1.065306122,1.133333333,Background,0.852941176
480,Group 5,Pyrantel (pamoate),Pyrantel,P22830,FECH,0.361522708,3.609974002,1.296473585,3.778368343,0.939161131,0.080111974,0.057051541,0.170764791,4.242448996,2.819001438,0.46,35,18,3.857627957,0.514285714,1.682692308,1.379897785,Background,0.808823529
lumos,Group 5,Pyrantel (pamoate),Pyrantel,P36776,LONP1,0.175758388,5.21177055,2.623610933,3.416640507,0.983085111,0.003091882,0.028196612,0.12118613,2.323396084,3.166444566,0.36,51,29,4.121618928,0.568627451,1.047945205,1.184210526,Background,0.889705882
480,Group 5,Pyrantel (pamoate),Pyrantel,P51003,PAPOLA,0.352188866,6.867632626,4.095494359,3.319730494,0.993104062,0.046722879,0.025229672,0.305986807,4.115941543,10.08084872,0.36,41,25,4.069986118,0.609756098,1.153125,1.162190083,Background,0.970588235
480,Group 5,Pyrantel (pamoate),Pyrantel,P51580,TPMT,0.324441913,7.457818044,4.62768783,3.261738547,0.994923823,0.015881011,0.029528748,0.265822231,3.739869572,9.26901308,0.58,35,16,4.052253269,0.457142857,1.335877863,1.226575809,Background,0.933823529
480,Group 5,Pyrantel (pamoate),Pyrantel,P51649,ALDH5A1,0.357739505,4.623559386,2.094459168,3.562768543,0.974653322,0.02604334,0.063160267,0.269256203,4.191172857,5.395221763,0.36,35,19,4.001069219,0.542857143,0.989943432,1.132450331,Background,0.926470588
480,Group 5,Pyrantel (pamoate),Pyrantel,Q02252,ALDH6A1,0.197623024,5.533468833,2.858240579,3.416640507,0.985869483,0.027103719,0.025958683,0.184297086,2.021013107,3.369265935,0.48,32,22,3.912530259,0.6875,1.343283582,1.482035928,Background,0.911764706
480,Group 5,Pyrantel (pamoate),Pyrantel,Q03426,MVK,0.735206449,13.26954393,9.895345674,2.717670503,0.999753716,0.009241897,0.026265543,0.697514588,9.307220649,15.29003764,0.41,20,12,3.510558414,0.6,1.768172888,1.516853933,Background,1.0
lumos,Group 5,Pyrantel (pamoate),Pyrantel,Q08257,CRYZ,0.149903115,4.434259425,1.960043161,3.53058386,0.970818824,0.018566184,0.021705851,0.06857209,1.870590971,4.012285934,0.63,64,19,4.147198492,0.296875,1.044234953,1.05036855,Background,0.875
480,Group 5,Pyrantel (pamoate),Pyrantel,Q86U90,YRDC,1.10209707,9.041729722,6.065471473,3.115610512,0.997824496,0.087899812,0.031636263,0.925482825,14.27992086,13.03605265,0.48,14,9,3.471658359,0.642857143,1.68,1.483516484,Background,1.0
480,Group 5,Pyrantel (pamoate),Pyrantel,Q96IJ6,GMPPA,-0.288408912,6.118208626,3.397222882,3.370883017,0.989738187,0.024340697,0.028223332,0.0,3.251491557,7.607949503,0.36,22,12,3.677698181,0.545454545,1.630971993,1.459459459,Background,0.911764706
480,Group 5,Pyrantel (pamoate),Pyrantel,Q9BUT1,BDH2,0.358010449,4.31843306,1.847324789,3.62076049,0.968072079,0.133793719,0.033909543,0.295936103,4.194845132,8.702041521,0.38,17,9,3.577457331,0.529411765,1.812796209,1.633064516,Background,0.926470588
480,Group 5,Pyrantel (pamoate),Pyrantel,Q9H845,ACAD9,0.426439374,5.299740928,2.66590536,3.458033192,0.983861589,0.02642264,0.063796897,0.236535328,5.122305549,8.578670201,0.12,7,7,3.050573077,1.0,0.381818182,0.567567568,Background,0.801470588
480,Group 5,Pyrantel (pamoate),Pyrantel,Q9H857,NT5DC2,1.331241296,14.15453626,10.47930801,2.416640507,0.999870017,0.015227096,0.048453691,1.228611928,17.38565721,15.6991364,0.24,12,10,3.283956699,0.833333333,1.566765579,1.623616236,Background,0.985294118
480,Group 5,Pyrantel (pamoate),Pyrantel,Q9UKU7,ACAD8,0.745628916,10.90986925,7.711762254,2.893761762,0.999189317,0.026338506,0.039630252,0.744118427,9.448482931,14.7037293,0.19,8,6,3.20119222,0.75,1.188118812,1.106557377,Background,0.970588235
480,Group 6,Linaclotide,Linaclotide,P08047,SP1,-1.050670031,10.65035468,7.573987346,3.42357352,0.999052493,0.024269952,0.025007151,0.0,10.84746193,20.90243855,0.17,25,8,3.606854102,0.32,1.470588235,1.212121212,Background,0.948529412
480,Group 6,Linaclotide,Linaclotide,P20042,EIF2S2,-0.27528497,10.85928148,7.657975417,3.298634783,0.999155111,0.006672933,0.00577254,0.0,2.329772154,7.397560656,0.37,22,12,3.823692626,0.545454545,1.136624569,1.069306931,Background,0.852941176
lumos,Group 6,Linaclotide,Linaclotide,P48059,LIMS1,-0.840459381,9.72523277,6.827935648,3.520483533,0.998436784,0.040055199,0.024716356,0.0,10.0612935,17.12573383,0.23,9,8,3.371686522,0.888888889,0.835051546,1.161290323,Background,0.904411765
lumos,Group 6,Linaclotide,Linaclotide,P48147,PREP,0.766062803,9.225930613,6.426732784,3.599664779,0.998043414,0.06262444,0.023149814,0.665359346,9.108310235,13.68291105,0.47,67,30,4.303405592,0.447761194,1.715017065,1.381780962,Background,0.941176471
480,Group 6,Linaclotide,Linaclotide,Q12933,TRAF2,-0.991102891,13.94118231,10.26275499,2.821513528,0.999852914,0.016686417,0.005725327,0.0,10.19311038,22.49081459,0.51,33,24,3.72930656,0.727272727,0.886567164,1.212121212,Background,0.911764706
lumos,Group 6,Linaclotide,Linaclotide,Q14192,FHL2,-0.868883948,8.648974196,6.052707069,3.821513528,0.997362714,0.084700956,0.040350406,0.0,10.42539811,18.63825684,0.43,18,11,3.286209386,0.611111111,1.103542234,1.334231806,Background,0.852941176
lumos,Group 6,Linaclotide,Linaclotide,Q15654,TRIP6,-0.643223914,12.22584305,8.629575919,2.821513528,0.999579266,0.013009792,0.01166974,0.0,7.53480497,21.15907798,0.59,50,18,3.767601068,0.36,1.297577855,1.2,Background,0.919117647
480,Group 6,Linaclotide,Linaclotide,Q7RTV0,PHF5A,-0.785897605,11.07885428,7.701456953,3.122543524,0.999271411,0.023279825,0.017722668,0.0,7.938907849,20.34422282,0.7,30,9,3.805714894,0.3,1.236263736,1.051948052,Background,0.977941176
480,Group 6,Linaclotide,Linaclotide,Q8N954,GPATCH11,-0.577444241,8.905298619,6.28622846,3.862906214,0.997673989,0.007854978,0.024806715,0.0,5.649024829,9.446709971,0.17,8,6,3.11682351,0.75,3.076923077,2.842105263,Background,0.830882353
lumos,Group 6,Linaclotide,Linaclotide,Q8WU90,ZC3H15,-0.439980263,7.319499139,5.045451308,4.143732823,0.994585183,0.010198453,0.0338553,0.0,4.93135457,10.86776141,0.15,11,6,3.4080618,0.545454545,0.843270869,0.9,Background,0.832107843
lumos,Group 6,Linaclotide,Linaclotide,Q96C36,PYCR2,0.581966199,8.154489856,5.734313988,3.997604787,0.996469936,0.061032016,0.032912154,0.53565019,6.750124016,10.77769458,0.28,11,6,3.084933575,0.545454545,0.765822785,1.118644068,Background,0.808823529
lumos,Group 6,Linaclotide,Linaclotide,Q96HC4,PDLIM5,-0.487535586,9.167560448,6.426732784,3.666611568,0.997978423,0.003864259,0.025835482,0.0,5.540514684,17.24028242,0.44,67,24,4.028823298,0.358208955,0.994065282,1.141649049,Background,0.933823529
480,Group 6,Linaclotide,Linaclotide,Q96PM5,RCHY1,-0.84539535,10.24315397,7.342877902,3.599664779,0.998826733,0.040712089,0.031296881,0.0,8.592497095,19.77399822,0.49,18,11,3.36033776,0.611111111,1.34551495,1.240601504,Background,0.919117647
480,Group 6,Linaclotide,Linaclotide,Q9BW85,YJU2,-0.381310308,9.778458758,6.945129475,3.666611568,0.998491513,0.024386264,0.016147684,0.0,3.494472096,8.886008107,0.33,17,9,3.412863574,0.529411765,1.164383562,1.027918782,Background,0.846813725
lumos,Group 6,Linaclotide,Linaclotide,Q9BYT8,NLN,-0.510577603,8.465268148,5.948182268,3.900694774,0.997041177,0.009890819,0.032147681,0.0,5.835671493,12.23325219,0.43,61,25,4.095939584,0.409836066,1.203419553,1.208378088,Background,0.808823529
lumos,Group 6,Linaclotide,Linaclotide,Q9NR56,MBNL1,-0.764592486,11.0059796,7.710742474,3.122543524,0.999237205,0.012157509,0.026018613,0.0,9.089476197,17.85529517,0.29,29,3,3.642696939,0.103448276,1.107809847,0.459183673,Background,0.911764706
lumos,Group 6,Linaclotide,Linaclotide,Q9UBT2,UBA2,-0.247249856,9.736327417,6.827935648,3.42357352,0.998453887,0.015228225,0.010691869,0.0,2.462573614,10.16606885,0.7,134,34,4.345327652,0.253731343,1.092193443,1.022044088,Background,0.816176471
480,Group 6,Linaclotide,Linaclotide,Q9UGP4,LIMD1,-0.770884708,9.278405547,6.599978225,3.821513528,0.998087882,0.015006696,0.036302575,0.0,7.77398953,18.31257613,0.29,24,13,3.705667038,0.541666667,1.296518607,1.14481409,Background,0.882352941
480,Group 6,Linaclotide,Linaclotide,Q9Y4X5,ARIH1,-0.538119827,10.25170853,7.342877902,3.520483533,0.998830153,0.024257926,0.015008382,0.0,5.217041835,17.46228226,0.42,40,21,3.939791225,0.525,1.233721727,1.235294118,Background,0.926470588
480,Group 6,Linaclotide,Linaclotide,Q9Y508,RNF114,-0.695869176,7.840859569,5.524160083,4.183241364,0.995850807,0.073119344,0.021987155,0.0,6.949935704,19.18258557,0.7,44,16,3.836637378,0.363636364,1.121177803,1.172638436,Background,0.801470588
lumos,Group 8,Salmeterol (xinafoate),Salmeterol,A6NIH7,UNC119B,0.254668935,6.802321882,4.073736228,3.236033147,0.992902246,0.025945442,0.013103903,0.15037701,3.197524998,3.365776447,0.51,21,8,3.535313112,0.380952381,2.019230769,1.531914894,Background,0.941176471
480,Group 8,Salmeterol (xinafoate),Salmeterol,O75449,KATNA1,0.790818441,8.38260576,5.510061031,3.169086357,0.99683252,0.025572319,0.073925281,0.669399325,10.18629683,9.409532905,0.13,8,5,2.931915317,0.625,1.627118644,1.730769231,Background,0.977941176
480,Group 8,Salmeterol (xinafoate),Salmeterol,P14324,FDPS,2.219744432,20.34960228,16.6989063,2.390935107,1.0,0.001636636,0.038900909,2.176513778,29.78998887,20.0238171,0.32,48,14,4.193106502,0.291666667,1.674418605,1.343283582,Background,0.992647059
480,Group 8,Salmeterol (xinafoate),Salmeterol,P28161,GSTM2,0.2427488,5.075035547,2.378582077,3.345177617,0.981470586,0.033948309,0.030923392,0.126519139,2.667231088,5.959945942,0.45,16,10,3.456904771,0.625,0.943643512,2.083333333,Background,0.904411765
lumos,Group 8,Salmeterol (xinafoate),Salmeterol,P30084,ECHS1,-0.23864658,4.798553589,2.266262581,3.432327792,0.97770108,0.013518951,0.034204288,0.0,2.953491651,6.286092633,0.73,94,24,4.441660579,0.255319149,0.862385321,0.989917507,Background,0.897058824
480,Group 8,Salmeterol (xinafoate),Salmeterol,P51003,PAPOLA,0.578935962,10.04961498,7.097889003,3.089905111,0.998727535,0.018888977,0.017334492,0.555944511,7.279443078,17.05999394,0.36,37,25,4.07634001,0.675675676,1.040625,1.162190083,Background,0.977941176
lumos,Group 8,Salmeterol (xinafoate),Salmeterol,P51580,TPMT,0.18052527,4.530463015,2.035960568,3.470116353,0.972836981,0.00172459,0.03343444,0.132649371,2.068257388,4.438721733,0.39,32,12,3.928951169,0.375,1.469387755,1.339950372,Background,0.867647059
480,Group 8,Salmeterol (xinafoate),Salmeterol,P61244,MAX,0.637962017,5.445192539,2.697586547,3.294025094,0.985157998,0.082820696,0.076818159,0.418267126,8.089232127,11.03747005,0.22,6,3,2.368658712,0.5,0.870967742,0.685279188,Background,0.823529412
480,Group 8,Salmeterol (xinafoate),Salmeterol,Q6P1R4,DUS1L,0.869227638,15.66040114,12.31073516,2.691965103,0.999962373,0.003399714,0.012050371,0.830247713,11.26200667,16.00429883,0.26,16,10,3.523739965,0.625,3.398963731,2.578616352,Background,0.970588235
480,Group 8,Salmeterol (xinafoate),Salmeterol,Q86U90,YRDC,0.370337281,5.025560203,2.374864224,3.390935107,0.980909607,0.057752832,0.041358674,0.18638609,4.417640345,3.947745214,0.26,9,5,3.508671094,0.555555556,1.08,0.824175824,Background,0.860294118
480,Group 8,Salmeterol (xinafoate),Salmeterol,Q96G46,DUS3L,0.656895704,11.91853061,8.744955885,2.868056362,0.999534798,0.018320114,0.012099004,0.630067723,8.348986768,15.85042489,0.3,25,17,3.733734783,0.68,1.440460948,1.383363472,Background,0.970588235
480,Group 8,Salmeterol (xinafoate),Salmeterol,Q9H857,NT5DC2,0.661672068,11.15225382,8.103617836,2.992995098,0.99932272,0.007714633,0.035313741,0.591359728,8.414514568,7.524559691,0.12,6,6,3.149388485,1.0,0.783382789,0.974169742,Background,0.955882353
480,Group 9,Trovafloxacin,Trovafloxacin,O94888,UBXN7,0.552432917,6.238917525,3.229721671,2.903089987,0.990391522,0.058739051,0.012178792,0.458367392,8.490034988,20.2193759,0.43,36,17,3.96159193,0.472222222,1.085790885,1.0,Background,0.977941176
480,Group 9,Trovafloxacin,Trovafloxacin,O95881,TXNDC12,0.393182692,3.334374011,0.830328135,3.408239965,0.918049161,0.077772683,0.091814268,0.235709596,5.869798429,10.92540276,0.45,31,9,3.934134704,0.290322581,1.00071736,1.100543478,Background,0.838235294
480,Group 9,Trovafloxacin,Trovafloxacin,P00966,ASS1,0.55428722,6.616398803,3.433787653,2.681241237,0.992159975,0.054841898,0.015468116,0.427399778,8.520544925,17.55103294,0.36,18,14,3.952228026,0.777777778,0.584837545,0.872576177,Background,0.941176471
480,Group 9,Trovafloxacin,Trovafloxacin,P16989,YBX3,0.322664041,3.121449533,0.709405827,3.482873584,0.895698932,0.085406477,0.016485421,0.115853663,4.70951407,9.604928748,0.4,75,10,3.726454161,0.133333333,0.938021123,0.9,Background,0.808823529
480,Group 9,Trovafloxacin,Trovafloxacin,P42766,RPL35,0.499952869,4.274456152,1.566290294,3.204119983,0.966991168,0.058607239,0.083884774,0.326905901,7.626550242,7.525613233,0.19,5,2,3.318376415,0.4,0.826612903,0.650793651,Background,0.845588235
480,Group 9,Trovafloxacin,Trovafloxacin,P53985,SLC16A1,0.465226513,7.611490182,4.20435432,2.505149978,0.99530351,0.019380522,0.043612852,0.366376751,7.055177312,4.337998809,0.05,8,4,3.423851824,0.5,0.970350404,0.895522388,Background,0.933823529
480,Group 9,Trovafloxacin,Trovafloxacin,P55036,PSMD4,0.189855232,4.513561451,1.759638103,3.158362492,0.972525706,0.034747165,0.025398433,0.123470423,2.524333505,8.219084309,0.47,52,16,4.158898997,0.307692308,0.858715596,0.94488189,Background,0.889705882
lumos,Group 9,Trovafloxacin,Trovafloxacin,Q8N6T3,ARFGAP1,1.403001723,9.828981482,6.326827589,2.204119983,0.998539402,0.093205953,0.05219906,1.420742113,20.38121619,27.27192933,0.09,11,4,3.519604885,0.363636364,0.707142857,0.460358056,Background,0.926470588
